Clone,Type,Rep,Date,epp0,epp1,epp2,TotalEpp,TotalEmb,TotalEmbCorr,LowNumbers,Priorto1LiterStart,Dayssince1stDate,Notes
April_2017_D8_179,A,B,12/30/19,0,0,0,0,0,0,,1,40,
April_2017_D8_179,A,B,1/16/20,0,0,0,0,0,0,,1,57,
April_2017_D8_179,A,B,1/29/20,9,0,0,9,0,0,,1,70,
April_2017_D8_179,A,B,2/4/20,1,0,0,1,0,0,,1,76,
April_2017_D8_179,A,B,3/5/20,4,0,0,4,0,0,,,106,
April_2017_D8_179,A,B,3/20/20,3,1,0,4,1,1,,,121,
April_2017_D8_179,A,B,4/2/20,0,0,0,0,0,0,,,134,
April_2017_D8_179,A,B,4/16/20,4,0,0,4,0,0,,,148,
April_2017_D8_179,A,B,4/30/20,2,0,0,2,0,0,,,162,
April_2017_D8_179,A,B,5/14/20,2,0,0,2,0,0,,,176,
April_2017_D8_179,A,B,5/28/20,2,0,0,2,0,0,,,190,
April_2017_D8_179,A,C,11/20/19,0,0,0,0,0,0,,1,0,
April_2017_D8_179,A,C,12/10/19,0,0,0,0,0,0,,1,20,
April_2017_D8_179,A,C,12/30/19,0,0,0,0,0,0,,1,40,
April_2017_D8_179,A,C,1/16/20,0,0,0,0,0,0,,1,57,
April_2017_D8_179,A,C,1/29/20,3,0,0,3,0,0,,1,70,
April_2017_D8_179,A,C,2/4/20,1,0,0,1,0,0,,1,76,
April_2017_D8_179,A,C,3/5/20,2,0,3,5,6,6,,,106,
April_2017_D8_179,A,C,3/20/20,3,1,0,4,1,1,,,121,
April_2017_D8_179,A,C,4/2/20,2,0,0,2,0,0,,,134,
April_2017_D8_179,A,C,4/16/20,1,0,0,1,0,0,,,148,
April_2017_D8_179,A,C,4/30/20,2,0,0,2,0,0,,,162,
April_2017_D8_179,A,C,5/14/20,1,1,1,3,3,3,,,176,
April_2017_D8_179,A,C,5/28/20,0,2,0,2,2,2,,,190,
April_2017_D8_179,A,D,12/13/19,1,0,0,1,0,0,,1,23,
April_2017_D8_179,A,D,12/30/19,8,0,0,8,0,0,,1,40,
April_2017_D8_179,A,D,1/8/20,0,0,0,0,0,0,,1,49,
April_2017_D8_179,A,D,1/24/20,7,0,0,7,0,0,,1,65,
April_2017_D8_179,A,D,2/6/20,2,0,0,2,0,0,,1,78,
April_2017_D8_179,A,D,3/2/20,4,1,0,5,1,1,,,103,
April_2017_D8_179,A,D,3/19/20,2,1,0,3,1,1,,,120,
April_2017_D8_179,A,D,3/26/20,1,0,0,1,0,0,,,127,
April_2017_D8_179,A,D,4/9/20,6,0,0,6,0,0,,,141,
April_2017_D8_179,A,D,4/23/20,2,0,0,2,0,0,,,155,
April_2017_D8_179,A,D,5/7/20,2,0,0,2,0,0,,,169,
April_2017_D8_179,A,D,5/21/20,0,0,0,0,0,0,,,183,
April_2017_D8_179,A,D,6/4/20,0,0,0,0,0,0,,,197,
April_2017_D8_179,A,E,12/13/19,1,0,0,1,0,0,,1,23,
April_2017_D8_179,A,E,12/30/19,10,0,0,10,0,0,,1,40,
April_2017_D8_179,A,E,1/8/20,5,0,0,5,0,0,,1,49,
April_2017_D8_179,A,E,1/24/20,16,0,0,16,0,0,,1,65,
April_2017_D8_179,A,E,2/6/20,4,0,0,4,0,0,,1,78,
April_2017_D8_179,A,E,3/2/20,2,0,0,2,0,0,,,103,
April_2017_D8_179,A,E,3/19/20,8,1,0,9,1,1,,,120,
April_2017_D8_179,A,E,3/26/20,0,0,0,0,0,0,,,127,
April_2017_D8_179,A,E,4/9/20,2,0,0,2,0,0,,,141,
April_2017_D8_179,A,E,4/23/20,3,1,0,4,1,1,,,155,
April_2017_D8_179,A,E,5/7/20,0,0,0,0,0,0,,,169,
April_2017_D8_179,A,E,5/21/20,1,0,0,1,0,0,,,183,
April_2017_D8_179,A,E,6/4/20,0,0,0,0,0,0,,,197,
April_2017_D8_179,A,sum,12/3/19,8,1,0,9,1,1,,1,13,
D8179_R1_P58_A,selfedA,1,2/28/20,1,0,0,1,0,0,,,100,
D8179_R1_P58_A,selfedA,1,3/11/20,0,0,0,0,0,0,,,112,
D8179_R1_P58_A,selfedA,1,3/26/20,3,0,0,3,0,0,,,127,
D8179_R1_P58_A,selfedA,1,4/9/20,0,0,0,0,0,0,,,141,
D8179_R1_P58_A,selfedA,1,4/23/20,0,0,0,0,0,0,,,155,
D8179_R1_P58_A,selfedA,1,5/7/20,0,0,0,0,0,0,,,169,
D8179_R1_P58_A,selfedA,2,4/9/20,0,0,0,0,0,0,,,141,
D8179_R1_P58_A,selfedA,2,4/23/20,7,0,0,7,0,0,,,155,
D8179_R1_P58_A,selfedA,2,5/7/20,0,0,0,0,0,0,,,169,
D8179_R1_P58_A,selfedA,2,5/21/20,0,0,0,0,0,0,1,,183,numbers a bit low
D8179_R1_P58_A,selfedA,2,6/4/20,1,0,0,1,0,0,,,197,
March20_2018_D8_18010,AxCF1_AL,1,2/19/20,0,0,2,2,4,4,,,91,
March20_2018_D8_18010,AxCF1_AL,1,3/3/20,0,1,8,9,17,17,,,104,
March20_2018_D8_18010,AxCF1_AL,1,3/17/20,0,0,1,1,2,2,,,118,
March20_2018_D8_18010,AxCF1_AL,1,4/2/20,2,0,2,4,4,4,,,134,
March20_2018_D8_18010,AxCF1_AL,1,4/16/20,0,0,1,1,2,2,,,148,
March20_2018_D8_18010,AxCF1_AL,1,4/30/20,0,0,3,3,6,6,,,162,
March20_2018_D8_18010,AxCF1_AL,1,5/14/20,1,0,3,4,6,6,,,176,
March20_2018_D8_18010,AxCF1_AL,1,5/28/20,0,0,1,1,2,2,,,190,
March20_2018_D8_18010,AxCF1_AL,2,4/16/20,0,0,0,0,0,0,,,148,
March20_2018_D8_18010,AxCF1_AL,2,4/30/20,0,1,1,2,3,3,,,162,
March20_2018_D8_18010,AxCF1_AL,2,5/14/20,0,0,0,0,0,0,,,176,
March20_2018_D8_18010,AxCF1_AL,2,5/28/20,0,0,1,1,2,2,,,190,
March20_2018_D8_18025,AxCF1,1,2/19/20,2,0,0,2,0,0,,,91,
March20_2018_D8_18025,AxCF1,1,3/3/20,12,0,0,12,0,0,,,104,
March20_2018_D8_18025,AxCF1,1,3/17/20,6,0,0,6,0,0,,,118,
March20_2018_D8_18025,AxCF1,1,4/2/20,3,0,0,3,0,0,,,134,
March20_2018_D8_18025,AxCF1,1,4/16/20,0,0,1,1,2,2,,,148,
March20_2018_D8_18025,AxCF1,1,4/30/20,0,1,2,3,5,5,,,162,
March20_2018_D8_18025,AxCF1,1,5/14/20,0,4,2,6,8,8,,,176,
March20_2018_D8_18025,AxCF1,1,5/28/20,0,0,2,2,4,4,,,190,
March20_2018_D8_18025,AxCF1,2,4/16/20,0,0,0,0,0,0,,,148,
March20_2018_D8_18025,AxCF1,2,4/30/20,0,0,7,7,14,14,,,162,
March20_2018_D8_18025,AxCF1,2,5/14/20,1,0,2,3,4,4,,,176,
March20_2018_D8_18025,AxCF1,2,5/28/20,3,0,1,4,2,2,,,190,
March20_2018_D8_18028,AxCF1,1,3/3/20,0,0,3,3,6,6,,,104,
March20_2018_D8_18028,AxCF1,1,3/17/20,0,3,3,6,9,9,,,118,
March20_2018_D8_18028,AxCF1,1,4/2/20,0,0,3,3,6,6,,,134,
March20_2018_D8_18028,AxCF1,1,4/16/20,0,0,0,0,0,0,,,148,
March20_2018_D8_18028,AxCF1,1,4/30/20,2,0,6,8,12,12,,,162,
March20_2018_D8_18028,AxCF1,1,5/14/20,4,0,0,4,0,0,,,176,
March20_2018_D8_18028,AxCF1,1,5/28/20,5,0,0,5,0,0,,,190,
March20_2018_D8_18028,AxCF1,2,4/16/20,0,0,0,0,0,0,,,148,
March20_2018_D8_18028,AxCF1,2,4/30/20,3,1,1,5,3,3,,,162,
March20_2018_D8_18028,AxCF1,2,5/14/20,0,1,1,2,3,3,,,176,
March20_2018_D8_18028,AxCF1,2,5/28/20,0,1,5,6,11,11,,,190,
March20_2018_D8_18030,AxCF1,A,12/13/19,0,0,1,1,2,2,,1,23,
March20_2018_D8_18030,AxCF1,A,12/30/19,0,0,3,3,6,6,,1,40,
March20_2018_D8_18030,AxCF1,A,1/8/20,0,0,0,0,0,0,,1,49,
March20_2018_D8_18030,AxCF1,A,1/16/20,6,0,1,7,2,2,,1,57,
March20_2018_D8_18030,AxCF1,A,1/29/20,0,0,0,0,0,0,,1,70,
March20_2018_D8_18030,AxCF1,A,2/6/20,0,0,3,3,6,6,,1,78,
March20_2018_D8_18030,AxCF1,A,2/17/20,0,0,1,1,2,2,,,89,
March20_2018_D8_18030,AxCF1,A,2/27/20,0,0,0,0,0,0,,,99,
March20_2018_D8_18030,AxCF1,A,3/11/20,0,0,7,7,14,14,,,112,
March20_2018_D8_18030,AxCF1,A,3/20/20,0,0,0,0,0,0,,,121,
March20_2018_D8_18030,AxCF1,A,4/2/20,0,2,7,9,16,16,,,134,
March20_2018_D8_18030,AxCF1,A,4/16/20,0,0,1,1,2,2,,,148,
March20_2018_D8_18030,AxCF1,A,4/30/20,0,0,3,3,6,6,,,162,
March20_2018_D8_18030,AxCF1,A,5/14/20,1,0,4,5,8,8,,,176,
March20_2018_D8_18030,AxCF1,A,5/28/20,0,0,0,0,0,0,,,190,
March20_2018_D8_18030,AxCF1,B,12/13/19,0,0,3,3,6,6,,1,23,
March20_2018_D8_18030,AxCF1,B,12/30/19,0,0,2,2,4,4,,1,40,
March20_2018_D8_18030,AxCF1,B,1/8/20,0,0,0,0,0,0,,1,49,
March20_2018_D8_18030,AxCF1,B,1/16/20,0,0,0,0,0,0,,1,57,
March20_2018_D8_18030,AxCF1,B,1/29/20,0,0,4,4,8,8,,1,70,
March20_2018_D8_18030,AxCF1,B,2/6/20,0,0,2,2,4,4,,1,78,
March20_2018_D8_18030,AxCF1,B,2/17/20,0,0,0,0,0,0,,,89,
March20_2018_D8_18030,AxCF1,B,2/27/20,0,0,0,0,0,0,,,99,
March20_2018_D8_18030,AxCF1,B,3/11/20,0,0,0,0,0,0,,,112,
March20_2018_D8_18030,AxCF1,B,3/20/20,0,0,0,0,0,0,,,121,
March20_2018_D8_18030,AxCF1,B,4/2/20,0,0,0,0,0,0,,,134,
March20_2018_D8_18030,AxCF1,B,4/16/20,0,0,2,2,4,4,,,148,
March20_2018_D8_18030,AxCF1,B,4/30/20,0,0,0,0,0,0,,,162,
March20_2018_D8_18030,AxCF1,B,5/14/20,0,0,0,0,0,0,,,176,
March20_2018_D8_18030,AxCF1,B,5/28/20,0,0,0,0,0,0,,,190,
March20_2018_D8_18030,AxCF1,C,12/13/19,0,0,0,0,0,0,,1,23,
March20_2018_D8_18030,AxCF1,C,12/30/19,0,0,0,0,0,0,,1,40,
March20_2018_D8_18030,AxCF1,C,1/8/20,0,0,0,0,0,0,,1,49,
March20_2018_D8_18030,AxCF1,C,1/16/20,0,0,0,0,0,0,,1,57,
March20_2018_D8_18030,AxCF1,C,1/29/20,2,0,0,2,0,0,,1,70,
March20_2018_D8_18030,AxCF1,C,2/6/20,1,1,1,3,3,3,,1,78,
March20_2018_D8_18030,AxCF1,C,2/17/20,0,0,1,1,2,2,,,89,
March20_2018_D8_18030,AxCF1,C,2/27/20,0,0,0,0,0,0,,,99,
March20_2018_D8_18030,AxCF1,C,3/11/20,2,0,3,5,6,6,,,112,
March20_2018_D8_18030,AxCF1,C,3/20/20,0,0,2,2,4,4,,,121,
March20_2018_D8_18030,AxCF1,C,4/2/20,0,0,3,3,6,6,,,134,
March20_2018_D8_18030,AxCF1,C,4/16/20,1,0,3,4,6,6,,,148,
March20_2018_D8_18030,AxCF1,C,4/30/20,1,0,0,1,0,0,,,162,
March20_2018_D8_18030,AxCF1,C,5/14/20,0,0,5,5,10,10,,,176,
March20_2018_D8_18030,AxCF1,C,5/28/20,0,0,0,0,0,0,,,190,
March20_2018_D8_18030,AxCF1,sum,12/4/19,9,2,2,13,6,6,,1,14,
March20_2018_D8_18031,A,1,2/19/20,1,0,0,1,0,0,,,91,
March20_2018_D8_18031,A,1,3/3/20,9,2,0,11,2,2,,,104,
March20_2018_D8_18031,A,1,3/17/20,6,0,0,6,0,0,,,118,
March20_2018_D8_18031,A,1,4/2/20,3,0,0,3,0,0,,,134,
March20_2018_D8_18031,A,1,4/16/20,0,0,0,0,0,0,,,148,
March20_2018_D8_18031,A,1,4/30/20,1,0,0,1,0,0,,,162,
March20_2018_D8_18031,A,1,5/14/20,5,0,0,5,0,0,,,176,
March20_2018_D8_18031,A,1,5/28/20,1,0,0,1,0,0,,,190,
March20_2018_D8_18031,A,2,4/16/20,0,0,0,0,0,0,,,148,
March20_2018_D8_18031,A,2,4/30/20,2,0,0,2,0,0,,,162,
March20_2018_D8_18031,A,2,5/14/20,1,0,0,1,0,0,,,176,
March20_2018_D8_18031,A,2,5/28/20,1,0,0,1,0,0,,,190,
April5_2018_D8_18105,AxCF1_S,A,12/13/19,1,1,0,2,1,1,,1,23,
April5_2018_D8_18105,AxCF1_S,A,12/30/19,3,0,4,7,8,8,,1,40,
April5_2018_D8_18105,AxCF1_S,A,1/8/20,0,0,0,0,0,0,,1,49,
April5_2018_D8_18105,AxCF1_S,A,1/16/20,1,2,1,4,4,4,,1,57,
April5_2018_D8_18105,AxCF1_S,A,1/29/20,1,4,2,7,8,8,,1,70,
April5_2018_D8_18105,AxCF1_S,A,2/6/20,0,0,3,3,6,6,,1,78,
April5_2018_D8_18105,AxCF1_S,A,2/17/20,2,0,9,11,18,18,,,89,
April5_2018_D8_18105,AxCF1_S,A,2/27/20,0,0,3,3,6,6,,,99,
April5_2018_D8_18105,AxCF1_S,A,3/11/20,13,0,0,13,0,0,,,112,
April5_2018_D8_18105,AxCF1_S,A,3/20/20,2,0,0,2,0,0,,,121,
April5_2018_D8_18105,AxCF1_S,A,4/2/20,1,0,3,4,6,6,,,134,
April5_2018_D8_18105,AxCF1_S,A,4/16/20,0,0,0,0,0,0,,,148,
April5_2018_D8_18105,AxCF1_S,A,4/30/20,1,0,4,5,8,8,,,162,
April5_2018_D8_18105,AxCF1_S,A,5/14/20,2,0,7,9,14,14,,,176,
April5_2018_D8_18105,AxCF1_S,A,5/28/20,0,0,0,0,0,0,,,190,
April5_2018_D8_18105,AxCF1_S,A,5/28/20,0,0,5,5,10,10,,,190,
April5_2018_D8_18105,AxCF1_S,B,12/13/19,0,3,0,3,3,3,,1,23,
April5_2018_D8_18105,AxCF1_S,B,12/30/19,1,0,1,2,2,2,,1,40,
April5_2018_D8_18105,AxCF1_S,B,1/8/20,0,0,0,0,0,0,,1,49,
April5_2018_D8_18105,AxCF1_S,B,1/16/20,0,0,10,10,20,20,,1,57,
April5_2018_D8_18105,AxCF1_S,B,1/29/20,0,1,2,3,5,5,,1,70,
April5_2018_D8_18105,AxCF1_S,B,2/6/20,5,0,1,6,2,2,,1,78,
April5_2018_D8_18105,AxCF1_S,B,2/17/20,2,0,0,2,0,0,,,89,
April5_2018_D8_18105,AxCF1_S,B,2/27/20,0,1,0,1,1,1,,,99,
April5_2018_D8_18105,AxCF1_S,B,3/11/20,1,2,6,9,14,14,,,112,
April5_2018_D8_18105,AxCF1_S,B,3/20/20,0,1,1,2,3,3,,,121,
April5_2018_D8_18105,AxCF1_S,B,4/2/20,8,2,0,10,2,2,,,134,
April5_2018_D8_18105,AxCF1_S,B,4/16/20,0,0,0,0,0,0,,,148,
April5_2018_D8_18105,AxCF1_S,B,4/30/20,3,1,2,6,5,5,,,162,
April5_2018_D8_18105,AxCF1_S,B,5/14/20,0,0,5,5,10,10,,,176,
April5_2018_D8_18105,AxCF1_S,B,5/28/20,0,0,0,0,0,0,,,190,
April5_2018_D8_18105,AxCF1_S,sum,12/4/19,0,1,5,6,11,11,,1,14,
April5_2018_D8_18106,AxCF1_S,1,3/3/20,3,0,0,3,0,0,,,104,
April5_2018_D8_18106,AxCF1_S,1,3/17/20,2,2,11,15,24,24,,,118,
April5_2018_D8_18106,AxCF1_S,1,4/2/20,3,0,0,3,0,0,,,134,
April5_2018_D8_18106,AxCF1_S,1,4/16/20,0,0,0,0,0,0,,,148,
April5_2018_D8_18106,AxCF1_S,1,4/30/20,0,0,0,0,0,0,,,162,
April5_2018_D8_18106,AxCF1_S,1,5/14/20,3,0,0,3,0,0,,,176,
April5_2018_D8_18106,AxCF1_S,1,5/28/20,3,0,0,3,0,0,,,190,
April5_2018_D8_18106,AxCF1_S,2,4/16/20,0,0,0,0,0,0,,,148,
April5_2018_D8_18106,AxCF1_S,2,5/14/20,3,0,1,4,2,2,,,176,
April5_2018_D8_18106,AxCF1_S,2,5/28/20,2,0,0,2,0,0,,,190,
April5_2018_D8_18108,AxCF1_AL,1,3/3/20,1,0,5,6,10,10,,,104,
April5_2018_D8_18108,AxCF1_AL,1,3/17/20,1,0,0,1,0,0,,,118,
April5_2018_D8_18108,AxCF1_AL,1,4/16/20,0,1,4,5,9,9,,,148,
April5_2018_D8_18108,AxCF1_AL,1,4/30/20,3,0,1,4,2,2,,,162,
April5_2018_D8_18108,AxCF1_AL,1,5/14/20,0,0,4,4,8,8,,,176,
April5_2018_D8_18108,AxCF1_AL,1,5/28/20,1,1,5,7,11,11,,,190,
April5_2018_D8_18108,AxCF1_AL,2,4/16/20,1,0,0,1,0,0,,,148,
April5_2018_D8_18108,AxCF1_AL,2,4/30/20,0,0,4,4,8,8,,,162,
April5_2018_D8_18108,AxCF1_AL,2,5/14/20,1,0,0,1,0,0,,,176,
April5_2018_D8_18108,AxCF1_AL,2,5/28/20,0,0,1,1,2,2,,,190,
April5_2018_D8_18109,AxCF1_S,1,2/19/20,3,0,0,3,0,0,,,91,
April5_2018_D8_18109,AxCF1_S,1,3/3/20,8,0,0,8,0,0,,,104,
April5_2018_D8_18109,AxCF1_S,1,3/17/20,12,2,0,14,2,2,,,118,
April5_2018_D8_18109,AxCF1_S,1,4/2/20,2,1,0,3,1,1,,,134,
April5_2018_D8_18109,AxCF1_S,1,4/16/20,0,1,0,1,1,1,,,148,
April5_2018_D8_18109,AxCF1_S,1,4/30/20,0,0,1,1,2,2,,,162,
April5_2018_D8_18109,AxCF1_S,1,5/14/20,0,0,4,4,8,8,,,176,
April5_2018_D8_18109,AxCF1_S,1,5/28/20,0,0,2,2,4,4,,,190,
April5_2018_D8_18111,AxCF1,1,3/3/20,6,0,0,6,0,0,,,104,
April5_2018_D8_18111,AxCF1,1,3/17/20,1,0,0,1,0,0,,,118,
April5_2018_D8_18111,AxCF1,1,4/2/20,1,0,0,1,0,0,,,134,
April5_2018_D8_18111,AxCF1,1,4/16/20,0,0,0,0,0,0,,,148,
April5_2018_D8_18111,AxCF1,1,4/30/20,3,0,0,3,0,0,,,162,
April5_2018_D8_18111,AxCF1,1,5/14/20,8,0,0,8,0,0,,,176,
April5_2018_D8_18111,AxCF1,1,5/28/20,0,0,0,0,0,0,,,190,
April5_2018_D8_18111,AxCF1,1,5/28/20,9,0,0,9,0,0,,,190,
April5_2018_D8_18111,AxCF1,2,4/16/20,3,0,0,3,0,0,,,148,
April5_2018_D8_18111,AxCF1,2,4/30/20,1,0,0,1,0,0,,,162,
April5_2018_D8_18111,AxCF1,2,5/14/20,0,1,0,1,1,1,,,176,
April5_2018_D8_18122,AxCF1_S,1,2/19/20,2,0,0,2,0,0,,,91,
April5_2018_D8_18122,AxCF1_S,1,3/3/20,9,1,8,18,17,17,,,104,
April5_2018_D8_18122,AxCF1_S,1,3/17/20,1,4,8,13,20,20,,,118,
April5_2018_D8_18122,AxCF1_S,1,4/2/20,3,3,12,18,27,27,,,134,
April5_2018_D8_18122,AxCF1_S,1,4/16/20,4,2,3,9,8,8,,,148,
April5_2018_D8_18122,AxCF1_S,1,4/30/20,5,0,7,12,14,14,,,162,
April5_2018_D8_18122,AxCF1_S,1,5/14/20,7,0,0,7,0,0,,,176,
April5_2018_D8_18122,AxCF1_S,1,5/28/20,10,0,0,10,0,0,,,190,
April5_2018_D8_18122,AxCF1_S,2,4/16/20,1,0,0,1,0,0,,,148,
April5_2018_D8_18122,AxCF1_S,2,4/30/20,3,0,1,4,2,2,,,162,
April5_2018_D8_18122,AxCF1_S,2,5/14/20,0,2,3,5,8,8,,,176,
April5_2018_D8_18122,AxCF1_S,2,5/28/20,5,1,0,6,1,1,,,190,
April_2017_D8_222,C,A,11/20/19,0,1,13,14,27,27,,1,0,
April_2017_D8_222,C,A,12/10/19,0,0,13,13,26,26,,1,20,
April_2017_D8_222,C,A,12/30/19,0,0,6,6,12,12,,1,40,
April_2017_D8_222,C,A,1/16/20,0,0,0,0,0,0,,1,57,
April_2017_D8_222,C,A,1/29/20,0,0,9,9,18,18,,1,70,
April_2017_D8_222,C,A,2/4/20,1,0,11,12,22,22,,1,76,
April_2017_D8_222,C,A,3/5/20,0,0,4,4,8,8,,,106,
April_2017_D8_222,C,A,3/20/20,0,0,5,5,10,10,,,121,
April_2017_D8_222,C,A,4/2/20,0,0,3,3,6,6,,,134,
April_2017_D8_222,C,A,4/16/20,0,0,5,5,10,10,,,148,
April_2017_D8_222,C,A,4/30/20,0,1,9,10,19,19,,,162,
April_2017_D8_222,C,A,5/14/20,0,1,1,2,3,3,,,176,
April_2017_D8_222,C,A,5/28/20,0,0,2,2,4,4,,,190,pair copulating
April_2017_D8_222,C,B,11/20/19,0,0,0,0,0,0,,1,0,
April_2017_D8_222,C,B,12/10/19,0,0,9,9,18,18,,1,20,
April_2017_D8_222,C,B,12/30/19,0,0,0,0,0,0,,1,40,
April_2017_D8_222,C,B,1/16/20,0,0,0,0,0,0,,1,57,
April_2017_D8_222,C,B,1/29/20,0,0,8,8,16,16,,1,70,
April_2017_D8_222,C,B,2/4/20,0,0,2,2,4,4,,1,76,
April_2017_D8_222,C,B,3/5/20,0,0,1,1,2,2,,,106,
April_2017_D8_222,C,B,3/20/20,0,0,3,3,6,6,,,121,
April_2017_D8_222,C,B,4/2/20,0,0,1,1,2,2,,,134,
April_2017_D8_222,C,B,4/16/20,0,0,1,1,2,2,,,148,
April_2017_D8_222,C,B,4/30/20,0,0,9,9,18,18,,,162,
April_2017_D8_222,C,B,5/14/20,1,1,1,3,3,3,,,176,
April_2017_D8_222,C,B,5/28/20,0,0,2,2,4,4,,,190,
April_2017_D8_222,C,C,12/13/19,0,1,1,2,3,3,,1,23,
April_2017_D8_222,C,C,12/30/19,2,0,7,9,14,14,,1,40,
April_2017_D8_222,C,C,1/8/20,0,0,3,3,6,6,,1,49,
April_2017_D8_222,C,C,1/24/20,1,0,5,6,10,10,,1,65,
April_2017_D8_222,C,C,2/6/20,0,0,0,0,0,0,,1,78,
April_2017_D8_222,C,C,3/2/20,0,0,0,0,0,0,,,103,
April_2017_D8_222,C,C,3/19/20,0,2,11,13,24,24,,,120,
April_2017_D8_222,C,C,3/26/20,0,0,1,1,2,2,,,127,
April_2017_D8_222,C,C,4/9/20,1,0,7,8,14,14,,,141,
April_2017_D8_222,C,C,4/23/20,0,0,2,2,4,4,,,155,
April_2017_D8_222,C,C,5/7/20,0,0,2,2,4,4,,,169,
April_2017_D8_222,C,C,5/21/20,1,0,2,3,4,4,,,183,
April_2017_D8_222,C,C,6/4/20,0,0,0,0,0,0,,,197,
April_2017_D8_222,C,D,12/13/19,0,1,2,3,5,5,,1,23,
April_2017_D8_222,C,D,12/30/19,0,0,3,3,6,6,,1,40,
April_2017_D8_222,C,D,1/8/20,1,1,6,8,13,13,,1,49,
April_2017_D8_222,C,D,1/24/20,1,1,6,8,13,13,,1,65,
April_2017_D8_222,C,D,2/6/20,0,0,0,0,0,0,,1,78,
April_2017_D8_222,C,D,3/2/20,0,0,2,2,4,4,,,103,
April_2017_D8_222,C,D,3/19/20,0,0,8,8,16,16,,,120,
April_2017_D8_222,C,D,3/26/20,1,0,0,1,0,0,,,127,
April_2017_D8_222,C,D,4/9/20,0,0,9,9,18,18,,,141,
April_2017_D8_222,C,D,4/23/20,0,2,3,5,8,8,,,155,
April_2017_D8_222,C,D,5/7/20,6,1,2,9,5,5,,,169,
April_2017_D8_222,C,D,5/21/20,4,0,1,5,2,2,,,183,
April_2017_D8_222,C,D,6/4/20,0,0,0,0,0,0,,,197,
April_2017_D8_222,C,E,12/13/19,0,1,0,1,1,1,,1,23,
April_2017_D8_222,C,E,12/30/19,0,1,10,11,21,21,,1,40,
April_2017_D8_222,C,E,1/8/20,0,0,5,5,10,10,,1,49,
April_2017_D8_222,C,E,1/24/20,1,1,6,8,13,13,,1,65,
April_2017_D8_222,C,E,2/6/20,0,0,14,14,28,28,,1,78,
April_2017_D8_222,C,E,3/2/20,0,0,5,5,10,10,,,103,
April_2017_D8_222,C,E,3/19/20,0,0,6,6,12,12,,,120,
April_2017_D8_222,C,E,3/26/20,0,0,1,1,2,2,,,127,
April_2017_D8_222,C,E,4/9/20,1,1,7,9,15,15,,,141,
April_2017_D8_222,C,E,4/23/20,1,0,7,8,14,14,,,155,
April_2017_D8_222,C,E,5/7/20,0,0,3,3,6,6,,,169,
April_2017_D8_222,C,E,5/21/20,0,0,0,0,0,0,,,183,
April_2017_D8_222,C,E,6/4/20,0,1,1,2,3,3,,,197,
April_2017_D8_222,C,sum,12/3/19,2,3,16,21,35,35,,1,13,
D8222_R1_P169_B,selfedC,1,4/9/20,0,2,1,3,4,4,,,141,
D8222_R1_P169_B,selfedC,1,4/23/20,1,2,2,5,6,6,,,155,
D8222_R1_P169_B,selfedC,1,5/7/20,0,0,1,1,2,2,,,169,
D8222_R1_P169_B,selfedC,1,5/21/20,0,0,1,1,2,2,,,183,
D8222_R1_P169_B,selfedC,1,6/4/20,0,0,1,1,2,2,,,197,
D8222_R1_P213_B,selfedC,1,2/19/20,2,0,0,2,0,0,,,91,
D8222_R1_P213_B,selfedC,1,2/28/20,0,1,0,1,1,1,,,100,
D8222_R1_P213_B,selfedC,1,3/3/20,0,0,0,0,0,0,,,104,
D8222_R1_P213_B,selfedC,1,3/11/20,0,0,0,0,0,0,,,112,
D8222_R1_P213_B,selfedC,1,3/17/20,0,0,0,0,0,0,,,118,
D8222_R1_P213_B,selfedC,1,4/2/20,0,0,1,1,2,2,,,134,
D8222_R1_P213_B,selfedC,1,4/16/20,0,1,0,1,1,1,,,148,
D8222_R1_P213_B,selfedC,1,4/30/20,0,0,0,0,0,0,1,,162,"low numbers, struggling"
D8222_R1_P213_B,selfedC,2,3/26/20,3,1,0,4,1,1,,,127,
D8222_R1_P213_B,selfedC,2,4/9/20,0,0,0,0,0,0,,,141,
D8222_R1_P213_B,selfedC,2,4/23/20,0,0,0,0,0,0,,,155,
D8222_R1_P213_B,selfedC,2,5/7/20,5,0,1,6,2,2,,,169,
D8222_R1_P213_B,selfedC,2,5/21/20,4,0,0,4,0,0,,,183,
D8222_R1_P472_A,selfedC,1,3/11/20,3,1,3,7,7,7,,,112,
D8222_R1_P472_A,selfedC,1,3/26/20,2,0,0,2,0,0,,,127,
D8222_R1_P472_A,selfedC,1,4/9/20,0,0,0,0,0,0,,,141,
D8222_R1_P472_A,selfedC,1,4/23/20,0,0,0,0,0,0,,,155,
D8222_R1_P472_A,selfedC,1,5/7/20,0,0,0,0,0,0,,,169,
D8222_R1_P472_A,selfedC,1,5/21/20,0,0,0,0,0,0,,,183,
D8222_R1_P472_A,selfedC,1,6/4/20,0,0,0,0,0,0,1,,197,almost no ind
D8222_R1_P472_A,selfedC,2,4/9/20,0,0,0,0,0,0,,,141,
D8222_R1_P472_A,selfedC,2,4/23/20,0,0,0,0,0,0,,,155,
D8222_R1_P472_A,selfedC,2,5/7/20,1,0,0,1,0,0,,,169,
D8222_R1_P472_A,selfedC,2,5/21/20,0,3,0,3,3,3,,,183,
D8222_R1_P472_A,selfedC,2,6/4/20,1,0,0,1,0,0,,,197,
D8222_R1_P541_A,selfedC,1,3/3/20,0,0,0,0,0,0,,,104,
