af,MAC,pn,ps,SC,rep,sample.n,year
0.875,7,9,7,OO,59,8,18
0.875,14,54,113,OO,59,8,18
1,14,94,170,OO,59,8,18
1,16,145,333,OO,59,8,18
0.833333333333333,5,3,4,OO,59,8,18
0.9375,15,55,124,OO,59,8,18
1,12,30,58,OO,59,8,18
0.8,8,28,34,OO,59,8,18
0.666666666666667,4,5,7,OO,59,8,18
0.125,1,7,12,OO,59,8,18
0.166666666666667,1,2,5,OO,59,8,18
0.928571428571429,13,38,92,OO,59,8,18
0.9,9,18,21,OO,59,8,18
1,6,3,4,OO,59,8,18
1,10,24,25,OO,59,8,18
1,8,8,5,OO,59,8,18
1,4,2,0,OO,59,8,18
0.5,2,0,2,OO,59,8,18
0,0,15456,19070,OO,6,8,17
0.142857142857143,2,185,412,OO,6,8,17
0.25,4,309,674,OO,6,8,17
0.428571428571429,6,150,317,OO,6,8,17
0.375,6,327,716,OO,6,8,17
0.214285714285714,3,185,343,OO,6,8,17
0.5,7,134,294,OO,6,8,17
0.416666666666667,5,36,70,OO,6,8,17
0.625,10,231,494,OO,6,8,17
0.5,5,5,9,OO,6,8,17
0.125,2,300,654,OO,6,8,17
0.285714285714286,4,214,410,OO,6,8,17
0.3125,5,350,836,OO,6,8,17
0.0625,1,470,611,OO,6,8,17
0.4375,7,291,642,OO,6,8,17
0.1875,3,295,674,OO,6,8,17
0.5,6,34,67,OO,6,8,17
0.357142857142857,5,181,365,OO,6,8,17
0.5625,9,218,453,OO,6,8,17
0.75,12,105,244,OO,6,8,17
0.785714285714286,11,49,88,OO,6,8,17
0.5,8,224,549,OO,6,8,17
0.571428571428571,8,112,240,OO,6,8,17
0.642857142857143,9,78,183,OO,6,8,17
0.6875,11,161,349,OO,6,8,17
0.166666666666667,2,53,95,OO,6,8,17
0.0714285714285714,1,218,342,OO,6,8,17
0.0833333333333333,1,51,106,OO,6,8,17
0.583333333333333,7,30,51,OO,6,8,17
0.8125,13,70,200,OO,6,8,17
0.857142857142857,12,23,39,OO,6,8,17
0.714285714285714,10,69,141,OO,6,8,17
0.666666666666667,8,16,44,OO,6,8,17
0.875,14,35,84,OO,6,8,17
0.928571428571429,13,13,13,OO,6,8,17
0.833333333333333,10,7,18,OO,6,8,17
0.333333333333333,4,39,94,OO,6,8,17
0.9375,15,15,24,OO,6,8,17
0.25,3,49,76,OO,6,8,17
0.75,9,7,23,OO,6,8,17
0.6,6,3,5,OO,6,8,17
0.7,7,3,5,OO,6,8,17
0.916666666666667,11,6,5,OO,6,8,17
0.4,4,2,18,OO,6,8,17
0.3,3,5,13,OO,6,8,17
0.2,2,5,18,OO,6,8,17
0.9,9,2,4,OO,6,8,17
0.1,1,5,19,OO,6,8,17
1,16,12,22,OO,6,8,17
0.25,2,1,2,OO,6,8,17
0.125,1,0,1,OO,6,8,17
0.8,8,2,2,OO,6,8,17
0.625,5,0,2,OO,6,8,17
0.375,3,0,2,OO,6,8,17
1,14,4,6,OO,6,8,17
1,12,2,0,OO,6,8,17
1,10,1,0,OO,6,8,17
0,0,16134,20431,OO,6,8,18
0.285714285714286,4,130,283,OO,6,8,18
0.214285714285714,3,102,232,OO,6,8,18
0.714285714285714,10,109,229,OO,6,8,18
0.5,8,210,372,OO,6,8,18
0.1875,3,147,294,OO,6,8,18
0.5,7,137,322,OO,6,8,18
0.5,6,67,83,OO,6,8,18
0.5625,9,193,417,OO,6,8,18
0.0714285714285714,1,105,147,OO,6,8,18
0.4375,7,214,525,OO,6,8,18
0.0625,1,158,202,OO,6,8,18
0.3,3,22,28,OO,6,8,18
0.357142857142857,5,139,311,OO,6,8,18
0.3125,5,215,496,OO,6,8,18
0.625,10,168,395,OO,6,8,18
0.375,6,181,497,OO,6,8,18
0.571428571428571,8,141,308,OO,6,8,18
0.583333333333333,7,44,86,OO,6,8,18
0.6,6,15,20,OO,6,8,18
0.0833333333333333,1,44,54,OO,6,8,18
0.642857142857143,9,109,229,OO,6,8,18
0.428571428571429,6,154,331,OO,6,8,18
0.4,4,20,17,OO,6,8,18
0.25,4,122,320,OO,6,8,18
0.166666666666667,2,43,67,OO,6,8,18
0.666666666666667,8,37,68,OO,6,8,18
0.6875,11,178,443,OO,6,8,18
0.5,5,18,21,OO,6,8,18
0.416666666666667,5,61,94,OO,6,8,18
0.8125,13,159,347,OO,6,8,18
0.785714285714286,11,118,210,OO,6,8,18
0.833333333333333,10,28,45,OO,6,8,18
0.857142857142857,12,70,113,OO,6,8,18
0.875,14,80,157,OO,6,8,18
0.75,9,29,65,OO,6,8,18
0.75,12,123,306,OO,6,8,18
0.333333333333333,4,50,102,OO,6,8,18
0.25,3,42,81,OO,6,8,18
0.2,2,6,23,OO,6,8,18
0.125,2,92,234,OO,6,8,18
0.375,3,5,6,OO,6,8,18
0.142857142857143,2,70,137,OO,6,8,18
1,16,255,552,OO,6,8,18
1,14,136,240,OO,6,8,18
0.1,1,10,16,OO,6,8,18
1,12,29,52,OO,6,8,18
1,10,8,9,OO,6,8,18
0.9,9,5,10,OO,6,8,18
0.8,8,7,17,OO,6,8,18
0.5,4,2,3,OO,6,8,18
0.625,5,1,6,OO,6,8,18
0.7,7,15,19,OO,6,8,18
0.916666666666667,11,17,20,OO,6,8,18
0.125,1,9,3,OO,6,8,18
0.875,7,1,3,OO,6,8,18
0.928571428571429,13,20,66,OO,6,8,18
0.9375,15,34,64,OO,6,8,18
0.666666666666667,4,1,0,OO,6,8,18
0.5,3,1,1,OO,6,8,18
0.75,6,2,2,OO,6,8,18
1,8,2,0,OO,6,8,18
0.25,2,3,6,OO,6,8,18
0.333333333333333,2,1,0,OO,6,8,18
0.166666666666667,1,0,1,OO,6,8,18
0,0,15388,18872,OO,60,8,17
0.1875,3,381,850,OO,60,8,17
0.142857142857143,2,100,219,OO,60,8,17
0.125,2,481,994,OO,60,8,17
0.375,6,346,794,OO,60,8,17
0.3125,5,454,991,OO,60,8,17
0.285714285714286,4,111,220,OO,60,8,17
0.25,3,26,34,OO,60,8,17
0.714285714285714,10,42,70,OO,60,8,17
0.0625,1,603,922,OO,60,8,17
0.214285714285714,3,110,177,OO,60,8,17
0.75,12,117,265,OO,60,8,17
0.25,4,434,1007,OO,60,8,17
0.0714285714285714,1,146,238,OO,60,8,17
0.357142857142857,5,95,229,OO,60,8,17
0.6875,11,208,462,OO,60,8,17
0.785714285714286,11,30,47,OO,60,8,17
0.666666666666667,8,9,11,OO,60,8,17
0.75,9,2,18,OO,60,8,17
0.642857142857143,9,46,119,OO,60,8,17
0.8125,13,87,210,OO,60,8,17
0.0833333333333333,1,16,45,OO,60,8,17
0.875,14,61,121,OO,60,8,17
0.833333333333333,10,2,5,OO,60,8,17
0.4375,7,368,809,OO,60,8,17
0.166666666666667,2,18,42,OO,60,8,17
0.333333333333333,4,16,41,OO,60,8,17
0.5,8,351,796,OO,60,8,17
0.428571428571429,6,108,194,OO,60,8,17
0.857142857142857,12,15,24,OO,60,8,17
0.416666666666667,5,14,33,OO,60,8,17
0.6,6,2,3,OO,60,8,17
0.625,10,205,452,OO,60,8,17
0.5625,9,235,485,OO,60,8,17
0.5,7,66,159,OO,60,8,17
0.9375,15,37,66,OO,60,8,17
0.571428571428571,8,77,133,OO,60,8,17
0.928571428571429,13,9,12,OO,60,8,17
0.7,7,2,3,OO,60,8,17
1,16,3,10,OO,60,8,17
0.8,8,0,3,OO,60,8,17
0.1,1,1,1,OO,60,8,17
0.5,5,1,1,OO,60,8,17
0.583333333333333,7,6,15,OO,60,8,17
0.916666666666667,11,1,3,OO,60,8,17
0.5,6,10,18,OO,60,8,17
1,14,3,4,OO,60,8,17
0.3,3,1,2,OO,60,8,17
0.2,2,2,2,OO,60,8,17
0.4,4,2,7,OO,60,8,17
0,0,16322,20611,OO,60,8,18
0.3125,5,165,406,OO,60,8,18
0.285714285714286,4,163,328,OO,60,8,18
0.333333333333333,4,44,78,OO,60,8,18
0.8125,13,138,251,OO,60,8,18
0.5625,9,220,492,OO,60,8,18
0.25,4,212,511,OO,60,8,18
0.583333333333333,7,43,60,OO,60,8,18
0.0833333333333333,1,23,40,OO,60,8,18
0.642857142857143,9,107,181,OO,60,8,18
0.4375,7,176,468,OO,60,8,18
0.666666666666667,8,36,43,OO,60,8,18
0.5,6,57,101,OO,60,8,18
0.5,7,206,401,OO,60,8,18
0.214285714285714,3,158,227,OO,60,8,18
0.357142857142857,5,126,237,OO,60,8,18
0.571428571428571,8,121,249,OO,60,8,18
0.25,3,41,71,OO,60,8,18
0.125,2,84,255,OO,60,8,18
0.5,8,278,632,OO,60,8,18
0.6875,11,111,306,OO,60,8,18
0.785714285714286,11,99,167,OO,60,8,18
0.428571428571429,6,139,309,OO,60,8,18
0.1875,3,136,323,OO,60,8,18
0.625,10,127,348,OO,60,8,18
0.0625,1,53,113,OO,60,8,18
0.0714285714285714,1,68,115,OO,60,8,18
0.5,5,11,22,OO,60,8,18
0.416666666666667,5,55,87,OO,60,8,18
0.75,12,138,311,OO,60,8,18
0.833333333333333,10,25,56,OO,60,8,18
0.714285714285714,10,87,155,OO,60,8,18
0.4,4,6,19,OO,60,8,18
0.142857142857143,2,86,188,OO,60,8,18
0.375,6,119,304,OO,60,8,18
0.166666666666667,2,30,62,OO,60,8,18
0.75,9,26,45,OO,60,8,18
0.2,2,4,13,OO,60,8,18
1,14,142,288,OO,60,8,18
1,16,268,573,OO,60,8,18
0.9375,15,59,109,OO,60,8,18
0.928571428571429,13,53,103,OO,60,8,18
0.3,3,8,5,OO,60,8,18
0.857142857142857,12,85,176,OO,60,8,18
0.916666666666667,11,13,25,OO,60,8,18
0.875,14,118,280,OO,60,8,18
0.7,7,6,13,OO,60,8,18
1,12,28,38,OO,60,8,18
0.9,9,3,6,OO,60,8,18
0.6,6,6,5,OO,60,8,18
0.625,5,0,2,OO,60,8,18
0.1,1,6,12,OO,60,8,18
1,10,3,8,OO,60,8,18
1,8,1,0,OO,60,8,18
0.8,8,4,3,OO,60,8,18
1,4,1,0,OO,60,8,18
0.25,2,1,1,OO,60,8,18
0.75,6,0,1,OO,60,8,18
0.875,7,1,1,OO,60,8,18
0.5,4,1,2,OO,60,8,18
0.375,3,0,2,OO,60,8,18
0.125,1,1,0,OO,60,8,18
0,0,15485,19059,OO,61,8,17
0.214285714285714,3,124,206,OO,61,8,17
0.1875,3,446,979,OO,61,8,17
0.375,6,444,889,OO,61,8,17
0.142857142857143,2,91,187,OO,61,8,17
0.5,8,327,700,OO,61,8,17
0.0833333333333333,1,18,39,OO,61,8,17
0.357142857142857,5,75,177,OO,61,8,17
0.625,10,241,588,OO,61,8,17
0.428571428571429,6,98,202,OO,61,8,17
0.0625,1,509,755,OO,61,8,17
0.125,2,411,989,OO,61,8,17
0.416666666666667,5,11,12,OO,61,8,17
0.25,4,396,919,OO,61,8,17
0.4375,7,418,957,OO,61,8,17
0.166666666666667,2,16,18,OO,61,8,17
0.714285714285714,10,24,85,OO,61,8,17
0.75,12,123,275,OO,61,8,17
0.6875,11,202,407,OO,61,8,17
0.642857142857143,9,42,75,OO,61,8,17
0.8125,13,73,183,OO,61,8,17
0.0714285714285714,1,125,192,OO,61,8,17
0.571428571428571,8,62,134,OO,61,8,17
0.5625,9,287,600,OO,61,8,17
0.857142857142857,12,11,22,OO,61,8,17
0.785714285714286,11,25,38,OO,61,8,17
0.583333333333333,7,13,20,OO,61,8,17
0.285714285714286,4,96,189,OO,61,8,17
0.3125,5,408,881,OO,61,8,17
0.5,7,87,164,OO,61,8,17
0.875,14,52,84,OO,61,8,17
0.333333333333333,4,11,24,OO,61,8,17
0.5,6,7,22,OO,61,8,17
0.25,3,14,31,OO,61,8,17
0.666666666666667,8,3,6,OO,61,8,17
0.2,2,2,2,OO,61,8,17
0.75,9,2,4,OO,61,8,17
0.9375,15,39,67,OO,61,8,17
1,16,16,24,OO,61,8,17
0.7,7,1,0,OO,61,8,17
1,14,1,1,OO,61,8,17
0.1,1,2,4,OO,61,8,17
0.833333333333333,10,0,6,OO,61,8,17
0.3,3,0,1,OO,61,8,17
0.928571428571429,13,6,11,OO,61,8,17
0.125,1,0,3,OO,61,8,17
0.916666666666667,11,2,2,OO,61,8,17
0.4,4,2,3,OO,61,8,17
0.5,5,0,2,OO,61,8,17
0,0,16230,20393,OO,61,8,18
0.428571428571429,6,127,303,OO,61,8,18
0.214285714285714,3,107,231,OO,61,8,18
0.25,3,43,65,OO,61,8,18
0.714285714285714,10,73,188,OO,61,8,18
0.625,10,172,435,OO,61,8,18
0.1875,3,151,341,OO,61,8,18
0.642857142857143,9,127,258,OO,61,8,18
0.0833333333333333,1,38,43,OO,61,8,18
0.375,6,195,448,OO,61,8,18
0.25,4,141,300,OO,61,8,18
0.4375,7,201,468,OO,61,8,18
0.75,9,30,63,OO,61,8,18
0.8,8,10,13,OO,61,8,18
0.571428571428571,8,151,330,OO,61,8,18
0.5,7,153,320,OO,61,8,18
0.5,6,54,108,OO,61,8,18
0.0714285714285714,1,93,200,OO,61,8,18
0.583333333333333,7,39,64,OO,61,8,18
0.6875,11,133,293,OO,61,8,18
0.0625,1,137,291,OO,61,8,18
0.3125,5,176,349,OO,61,8,18
0.5625,9,247,635,OO,61,8,18
0.285714285714286,4,104,215,OO,61,8,18
0.5,8,197,486,OO,61,8,18
0.357142857142857,5,129,254,OO,61,8,18
0.6,6,5,11,OO,61,8,18
0.8125,13,161,305,OO,61,8,18
0.857142857142857,12,72,145,OO,61,8,18
0.833333333333333,10,28,33,OO,61,8,18
0.785714285714286,11,93,187,OO,61,8,18
0.333333333333333,4,35,61,OO,61,8,18
0.5,5,15,19,OO,61,8,18
0.125,2,149,311,OO,61,8,18
0.166666666666667,2,31,60,OO,61,8,18
0.75,12,156,345,OO,61,8,18
0.142857142857143,2,74,179,OO,61,8,18
0.416666666666667,5,51,107,OO,61,8,18
0.4,4,17,16,OO,61,8,18
0.9375,15,78,183,OO,61,8,18
0.928571428571429,13,65,113,OO,61,8,18
1,14,91,185,OO,61,8,18
0.916666666666667,11,14,34,OO,61,8,18
1,12,44,39,OO,61,8,18
0.875,14,106,226,OO,61,8,18
1,16,203,429,OO,61,8,18
0.666666666666667,8,41,56,OO,61,8,18
0.1,1,5,15,OO,61,8,18
0.75,6,1,3,OO,61,8,18
0.7,7,10,12,OO,61,8,18
0.2,2,8,13,OO,61,8,18
0.5,4,2,4,OO,61,8,18
0.3,3,12,17,OO,61,8,18
0.9,9,4,8,OO,61,8,18
1,6,1,0,OO,61,8,18
1,10,7,10,OO,61,8,18
0.375,3,4,3,OO,61,8,18
0.125,1,3,5,OO,61,8,18
1,8,0,2,OO,61,8,18
0.875,7,1,1,OO,61,8,18
0.625,5,0,4,OO,61,8,18
0.25,2,2,2,OO,61,8,18
0.166666666666667,1,0,1,OO,61,8,18
0.333333333333333,2,1,0,OO,61,8,18
0,0,15732,19399,OO,62,8,17
0.125,2,279,649,OO,62,8,17
0.166666666666667,2,68,146,OO,62,8,17
0.25,4,255,539,OO,62,8,17
0.142857142857143,2,157,380,OO,62,8,17
0.285714285714286,4,159,349,OO,62,8,17
0.214285714285714,3,122,272,OO,62,8,17
0.857142857142857,12,19,50,OO,62,8,17
0.2,2,26,34,OO,62,8,17
0.1875,3,270,607,OO,62,8,17
0.0625,1,470,836,OO,62,8,17
0.0714285714285714,1,249,397,OO,62,8,17
0.0833333333333333,1,80,160,OO,62,8,17
0.8125,13,66,157,OO,62,8,17
0.125,1,2,5,OO,62,8,17
1,12,5,4,OO,62,8,17
0.928571428571429,13,9,18,OO,62,8,17
0.875,14,40,85,OO,62,8,17
0.916666666666667,11,5,6,OO,62,8,17
1,14,5,10,OO,62,8,17
0.9375,15,32,51,OO,62,8,17
0.75,12,115,276,OO,62,8,17
0.625,10,130,334,OO,62,8,17
0.6875,11,127,247,OO,62,8,17
1,8,0,1,OO,62,8,17
0.9,9,4,5,OO,62,8,17
0.833333333333333,10,14,24,OO,62,8,17
0.785714285714286,11,50,95,OO,62,8,17
0.8,8,5,8,OO,62,8,17
1,16,14,27,OO,62,8,17
0.75,9,15,41,OO,62,8,17
0.3125,5,224,544,OO,62,8,17
0.416666666666667,5,59,130,OO,62,8,17
0.25,3,60,126,OO,62,8,17
0.714285714285714,10,80,156,OO,62,8,17
0.333333333333333,4,69,138,OO,62,8,17
0.25,2,4,8,OO,62,8,17
0.357142857142857,5,147,320,OO,62,8,17
0.375,6,267,561,OO,62,8,17
0.375,3,2,7,OO,62,8,17
0.428571428571429,6,142,331,OO,62,8,17
0.4375,7,292,624,OO,62,8,17
0.5,6,56,110,OO,62,8,17
0.5,8,223,521,OO,62,8,17
0.5,7,139,311,OO,62,8,17
0.5,5,19,25,OO,62,8,17
0.4,4,16,29,OO,62,8,17
0.571428571428571,8,94,209,OO,62,8,17
0.7,7,10,17,OO,62,8,17
0.5625,9,197,414,OO,62,8,17
0.666666666666667,8,19,60,OO,62,8,17
0.642857142857143,9,81,192,OO,62,8,17
0.583333333333333,7,50,71,OO,62,8,17
0.1,1,26,44,OO,62,8,17
0.3,3,26,44,OO,62,8,17
0.6,6,15,19,OO,62,8,17
0.625,5,0,5,OO,62,8,17
1,6,0,1,OO,62,8,17
0.75,3,0,1,OO,62,8,17
0.75,6,1,0,OO,62,8,17
0.166666666666667,1,1,1,OO,62,8,17
1,10,1,0,OO,62,8,17
0.5,4,2,5,OO,62,8,17
0.666666666666667,4,1,1,OO,62,8,17
0.875,7,1,1,OO,62,8,17
0,0,16074,20037,OO,62,8,18
0.3,3,82,109,OO,62,8,18
0.142857142857143,2,76,196,OO,62,8,18
0.25,3,125,307,OO,62,8,18
0.75,9,89,215,OO,62,8,18
0.5,7,226,499,OO,62,8,18
0.214285714285714,3,115,276,OO,62,8,18
0.5,6,198,380,OO,62,8,18
0.1875,3,41,80,OO,62,8,18
0.5,5,97,120,OO,62,8,18
0.583333333333333,7,134,299,OO,62,8,18
0.416666666666667,5,144,294,OO,62,8,18
0.5,8,52,121,OO,62,8,18
0.285714285714286,4,193,404,OO,62,8,18
0.333333333333333,4,160,344,OO,62,8,18
0.571428571428571,8,183,438,OO,62,8,18
0.2,2,44,90,OO,62,8,18
0.428571428571429,6,157,413,OO,62,8,18
0.375,6,36,111,OO,62,8,18
0.166666666666667,2,95,177,OO,62,8,18
0.357142857142857,5,203,463,OO,62,8,18
0.5625,9,45,100,OO,62,8,18
0.6,6,59,134,OO,62,8,18
0.625,5,19,23,OO,62,8,18
0.642857142857143,9,166,343,OO,62,8,18
0.125,2,25,64,OO,62,8,18
0.6875,11,33,100,OO,62,8,18
0.666666666666667,8,123,263,OO,62,8,18
0.4,4,69,150,OO,62,8,18
0.25,4,29,71,OO,62,8,18
0.0714285714285714,1,171,376,OO,62,8,18
0.625,10,45,143,OO,62,8,18
0.0833333333333333,1,128,276,OO,62,8,18
0.4375,7,57,154,OO,62,8,18
0.0625,1,57,146,OO,62,8,18
0.1,1,59,112,OO,62,8,18
0.5,4,25,37,OO,62,8,18
0.125,1,23,26,OO,62,8,18
0.375,3,33,39,OO,62,8,18
0.75,3,0,1,OO,62,8,18
0.7,7,50,106,OO,62,8,18
0.666666666666667,4,1,6,OO,62,8,18
0.857142857142857,12,89,158,OO,62,8,18
0.3125,5,60,127,OO,62,8,18
0.833333333333333,10,66,142,OO,62,8,18
0.875,14,27,52,OO,62,8,18
0.785714285714286,11,97,192,OO,62,8,18
0.9,9,30,57,OO,62,8,18
0.916666666666667,11,62,134,OO,62,8,18
0.333333333333333,2,4,9,OO,62,8,18
0.75,12,30,70,OO,62,8,18
0.8,8,41,55,OO,62,8,18
0.714285714285714,10,150,337,OO,62,8,18
1,6,3,0,OO,62,8,18
0.8125,13,20,44,OO,62,8,18
0.928571428571429,13,94,171,OO,62,8,18
0.9375,15,21,51,OO,62,8,18
0.875,7,7,14,OO,62,8,18
0.5,3,2,5,OO,62,8,18
0.25,1,0,2,OO,62,8,18
0.75,6,10,27,OO,62,8,18
0.25,2,20,23,OO,62,8,18
1,8,9,7,OO,62,8,18
1,12,74,148,OO,62,8,18
0.166666666666667,1,4,10,OO,62,8,18
1,14,121,245,OO,62,8,18
1,16,34,75,OO,62,8,18
1,10,31,35,OO,62,8,18
0.833333333333333,5,0,4,OO,62,8,18
1,4,0,1,OO,62,8,18
0.5,2,1,0,OO,62,8,18
0,0,15219,18899,OO,63,8,17
0.214285714285714,3,168,320,OO,63,8,17
0.0714285714285714,1,232,288,OO,63,8,17
0.0625,1,573,724,OO,63,8,17
0.285714285714286,4,157,392,OO,63,8,17
0.25,4,345,769,OO,63,8,17
0.357142857142857,5,153,312,OO,63,8,17
0.25,3,41,85,OO,63,8,17
0.75,12,98,202,OO,63,8,17
0.333333333333333,4,36,75,OO,63,8,17
0.142857142857143,2,165,351,OO,63,8,17
0.125,2,365,798,OO,63,8,17
0.1875,3,395,796,OO,63,8,17
0.8125,13,85,237,OO,63,8,17
0.3125,5,267,594,OO,63,8,17
0.75,9,16,28,OO,63,8,17
0.857142857142857,12,25,40,OO,63,8,17
0.6875,11,140,287,OO,63,8,17
0.625,10,224,561,OO,63,8,17
0.666666666666667,8,19,30,OO,63,8,17
0.875,14,58,111,OO,63,8,17
0.714285714285714,10,61,127,OO,63,8,17
0.928571428571429,13,13,22,OO,63,8,17
0.916666666666667,11,5,9,OO,63,8,17
0.9375,15,18,37,OO,63,8,17
0.785714285714286,11,41,78,OO,63,8,17
1,14,8,11,OO,63,8,17
0.0833333333333333,1,43,59,OO,63,8,17
0.9,9,0,6,OO,63,8,17
0.833333333333333,10,8,8,OO,63,8,17
1,16,20,33,OO,63,8,17
1,12,0,3,OO,63,8,17
0.5,8,310,665,OO,63,8,17
0.166666666666667,2,58,95,OO,63,8,17
0.375,6,333,726,OO,63,8,17
0.4375,7,306,723,OO,63,8,17
0.583333333333333,7,23,55,OO,63,8,17
0.428571428571429,6,143,316,OO,63,8,17
0.642857142857143,9,95,164,OO,63,8,17
0.5625,9,202,497,OO,63,8,17
0.1,1,7,8,OO,63,8,17
0.5,7,133,302,OO,63,8,17
0.416666666666667,5,32,55,OO,63,8,17
0.571428571428571,8,141,223,OO,63,8,17
0.3,3,2,17,OO,63,8,17
0.5,6,35,53,OO,63,8,17
0.2,2,9,13,OO,63,8,17
0.4,4,7,10,OO,63,8,17
0.5,5,5,11,OO,63,8,17
0.7,7,4,8,OO,63,8,17
0.6,6,4,2,OO,63,8,17
0.25,1,1,0,OO,63,8,17
0.375,3,0,1,OO,63,8,17
0.8,8,0,2,OO,63,8,17
0,0,16004,19952,OO,63,8,18
0.3125,5,206,524,OO,63,8,18
0.3,3,26,28,OO,63,8,18
0.25,3,44,83,OO,63,8,18
0.75,12,132,301,OO,63,8,18
0.5,8,244,591,OO,63,8,18
0.1875,3,151,378,OO,63,8,18
0.214285714285714,3,127,268,OO,63,8,18
0.428571428571429,6,171,322,OO,63,8,18
0.571428571428571,8,132,295,OO,63,8,18
0.0714285714285714,1,127,221,OO,63,8,18
0.7,7,12,28,OO,63,8,18
0.25,4,168,434,OO,63,8,18
0.5,5,12,22,OO,63,8,18
0.5,6,75,117,OO,63,8,18
0.583333333333333,7,37,67,OO,63,8,18
0.357142857142857,5,153,291,OO,63,8,18
0.416666666666667,5,52,108,OO,63,8,18
0.0625,1,176,399,OO,63,8,18
0.4375,7,178,495,OO,63,8,18
0.6875,11,155,353,OO,63,8,18
0.75,9,43,52,OO,63,8,18
0.4,4,21,34,OO,63,8,18
0.166666666666667,2,56,54,OO,63,8,18
0.142857142857143,2,95,204,OO,63,8,18
0.714285714285714,10,120,194,OO,63,8,18
0.5,7,194,336,OO,63,8,18
0.625,10,151,284,OO,63,8,18
0.285714285714286,4,143,300,OO,63,8,18
0.375,6,155,338,OO,63,8,18
0.666666666666667,8,36,68,OO,63,8,18
0.642857142857143,9,117,210,OO,63,8,18
0.375,3,4,5,OO,63,8,18
0.333333333333333,4,62,106,OO,63,8,18
0.2,2,11,31,OO,63,8,18
0.5625,9,219,558,OO,63,8,18
0.125,2,102,217,OO,63,8,18
0.0833333333333333,1,41,84,OO,63,8,18
0.1,1,12,27,OO,63,8,18
0.75,6,4,4,OO,63,8,18
0.785714285714286,11,84,183,OO,63,8,18
0.6,6,19,28,OO,63,8,18
0.125,1,0,4,OO,63,8,18
0.857142857142857,12,54,126,OO,63,8,18
0.928571428571429,13,55,130,OO,63,8,18
1,14,80,138,OO,63,8,18
0.875,14,73,153,OO,63,8,18
0.9375,15,100,275,OO,63,8,18
0.916666666666667,11,26,26,OO,63,8,18
0.8,8,7,15,OO,63,8,18
0.833333333333333,10,27,49,OO,63,8,18
0.8125,13,126,339,OO,63,8,18
0.25,2,5,9,OO,63,8,18
0.625,5,2,3,OO,63,8,18
0.333333333333333,2,1,1,OO,63,8,18
0.5,4,7,7,OO,63,8,18
1,10,10,10,OO,63,8,18
1,16,158,311,OO,63,8,18
1,12,28,29,OO,63,8,18
1,8,3,0,OO,63,8,18
0.9,9,8,12,OO,63,8,18
0.166666666666667,1,1,2,OO,63,8,18
0.833333333333333,5,0,1,OO,63,8,18
0.5,3,1,0,OO,63,8,18
0.875,7,4,3,OO,63,8,18
1,6,1,0,OO,63,8,18
0.666666666666667,4,0,1,OO,63,8,18
0,0,15348,18990,OO,64,8,17
0.4375,7,413,867,OO,64,8,17
0.125,2,311,729,OO,64,8,17
0.571428571428571,8,69,141,OO,64,8,17
0.5625,9,345,703,OO,64,8,17
0.0625,1,683,873,OO,64,8,17
0.428571428571429,6,71,180,OO,64,8,17
0.375,6,374,841,OO,64,8,17
0.5,8,348,744,OO,64,8,17
0.142857142857143,2,111,214,OO,64,8,17
0.5,7,88,165,OO,64,8,17
0.625,10,158,359,OO,64,8,17
0.0714285714285714,1,186,317,OO,64,8,17
0.6875,11,168,352,OO,64,8,17
0.75,12,137,287,OO,64,8,17
0.714285714285714,10,33,70,OO,64,8,17
0.785714285714286,11,16,57,OO,64,8,17
0.8125,13,95,194,OO,64,8,17
0.642857142857143,9,33,92,OO,64,8,17
0.1875,3,358,903,OO,64,8,17
0.357142857142857,5,137,259,OO,64,8,17
0.166666666666667,2,15,23,OO,64,8,17
0.285714285714286,4,156,268,OO,64,8,17
0.25,3,12,30,OO,64,8,17
0.25,4,408,915,OO,64,8,17
0.3125,5,443,997,OO,64,8,17
0.0833333333333333,1,18,35,OO,64,8,17
0.333333333333333,4,12,35,OO,64,8,17
0.214285714285714,3,126,263,OO,64,8,17
0.416666666666667,5,12,23,OO,64,8,17
0.5,5,3,1,OO,64,8,17
0.666666666666667,8,5,7,OO,64,8,17
0.5,6,9,18,OO,64,8,17
0.3,3,1,4,OO,64,8,17
1,14,5,10,OO,64,8,17
0.2,2,1,3,OO,64,8,17
0.875,14,62,108,OO,64,8,17
0.9375,15,14,44,OO,64,8,17
0.857142857142857,12,14,32,OO,64,8,17
0.928571428571429,13,8,9,OO,64,8,17
1,16,24,44,OO,64,8,17
0.75,9,4,4,OO,64,8,17
0.4,4,1,2,OO,64,8,17
0.1,1,3,1,OO,64,8,17
0.583333333333333,7,6,17,OO,64,8,17
0.833333333333333,10,1,5,OO,64,8,17
0.333333333333333,2,0,1,OO,64,8,17
1,10,1,0,OO,64,8,17
1,12,1,1,OO,64,8,17
0.916666666666667,11,1,0,OO,64,8,17
0.9,9,0,1,OO,64,8,17
0,0,16044,20009,OO,64,8,18
0.166666666666667,2,69,128,OO,64,8,18
0.214285714285714,3,198,484,OO,64,8,18
0.714285714285714,10,161,357,OO,64,8,18
0.428571428571429,6,265,576,OO,64,8,18
0.5,7,278,626,OO,64,8,18
0.1875,3,62,131,OO,64,8,18
0.583333333333333,7,98,170,OO,64,8,18
0.142857142857143,2,100,211,OO,64,8,18
0.333333333333333,4,101,208,OO,64,8,18
