af,MAC,pn,ps,SC,rep,sample.n,year
0.285714285714286,4,95,150,OO,32,8,17
0.214285714285714,3,83,141,OO,32,8,17
0.6875,11,164,384,OO,32,8,17
0.928571428571429,13,9,22,OO,32,8,17
0.625,10,226,575,OO,32,8,17
0.9375,15,85,180,OO,32,8,17
0.875,14,94,202,OO,32,8,17
0.714285714285714,10,21,51,OO,32,8,17
0.3125,5,448,877,OO,32,8,17
0.375,6,505,1067,OO,32,8,17
0.642857142857143,9,36,62,OO,32,8,17
0.5,7,47,116,OO,32,8,17
0.428571428571429,6,77,158,OO,32,8,17
0.4375,7,390,865,OO,32,8,17
0.416666666666667,5,9,10,OO,32,8,17
0.5,8,338,722,OO,32,8,17
0.357142857142857,5,63,157,OO,32,8,17
0.5625,9,264,612,OO,32,8,17
0.916666666666667,11,3,2,OO,32,8,17
0.571428571428571,8,50,119,OO,32,8,17
0.333333333333333,4,4,17,OO,32,8,17
0.785714285714286,11,19,32,OO,32,8,17
0.857142857142857,12,5,27,OO,32,8,17
0.25,2,0,1,OO,32,8,17
0.666666666666667,8,5,7,OO,32,8,17
0.5,6,6,19,OO,32,8,17
0.6,6,0,2,OO,32,8,17
1,16,32,40,OO,32,8,17
0.833333333333333,10,2,1,OO,32,8,17
0.583333333333333,7,2,11,OO,32,8,17
0.166666666666667,2,10,11,OO,32,8,17
0.1,1,1,1,OO,32,8,17
0.75,9,0,7,OO,32,8,17
1,14,1,5,OO,32,8,17
0.2,2,1,0,OO,32,8,17
0.3,3,0,2,OO,32,8,17
0.4,4,1,2,OO,32,8,17
0.375,3,0,2,OO,32,8,17
0,0,16211,20316,OO,32,8,18
0.666666666666667,8,50,72,OO,32,8,18
0.125,2,107,250,OO,32,8,18
0.75,12,127,316,OO,32,8,18
0.6875,11,145,316,OO,32,8,18
0.0714285714285714,1,90,184,OO,32,8,18
0.714285714285714,10,95,181,OO,32,8,18
0.3125,5,150,339,OO,32,8,18
0.625,10,138,379,OO,32,8,18
0.833333333333333,10,48,59,OO,32,8,18
0.142857142857143,2,81,199,OO,32,8,18
0.1875,3,112,279,OO,32,8,18
0.571428571428571,8,126,262,OO,32,8,18
0.642857142857143,9,112,236,OO,32,8,18
0.5625,9,198,499,OO,32,8,18
0.0625,1,101,249,OO,32,8,18
0.9,9,18,22,OO,32,8,18
0.75,9,34,78,OO,32,8,18
0.785714285714286,11,97,171,OO,32,8,18
0.0833333333333333,1,48,83,OO,32,8,18
0.375,6,165,401,OO,32,8,18
0.357142857142857,5,123,254,OO,32,8,18
0.4375,7,172,417,OO,32,8,18
0.428571428571429,6,150,262,OO,32,8,18
0.25,4,163,435,OO,32,8,18
0.1,1,36,36,OO,32,8,18
0.214285714285714,3,133,213,OO,32,8,18
0.285714285714286,4,111,265,OO,32,8,18
0.166666666666667,2,45,104,OO,32,8,18
0.333333333333333,4,61,126,OO,32,8,18
0.5,8,170,412,OO,32,8,18
0.416666666666667,5,59,126,OO,32,8,18
0.4,4,22,38,OO,32,8,18
0.3,3,26,49,OO,32,8,18
0.2,2,17,33,OO,32,8,18
0.125,1,7,10,OO,32,8,18
0.25,3,47,112,OO,32,8,18
0.8,8,20,30,OO,32,8,18
0.857142857142857,12,89,177,OO,32,8,18
0.25,2,9,11,OO,32,8,18
0.875,14,129,291,OO,32,8,18
0.916666666666667,11,29,48,OO,32,8,18
0.928571428571429,13,58,98,OO,32,8,18
0.8125,13,151,327,OO,32,8,18
0.833333333333333,5,1,2,OO,32,8,18
0.75,6,7,12,OO,32,8,18
0.5,7,131,294,OO,32,8,18
0.5,6,84,127,OO,32,8,18
0.583333333333333,7,49,115,OO,32,8,18
0.875,7,5,8,OO,32,8,18
0.6,6,36,32,OO,32,8,18
0.5,5,35,49,OO,32,8,18
0.9375,15,59,145,OO,32,8,18
1,14,74,146,OO,32,8,18
0.5,4,11,11,OO,32,8,18
1,16,177,373,OO,32,8,18
0.166666666666667,1,5,4,OO,32,8,18
0.7,7,13,38,OO,32,8,18
0.375,3,11,16,OO,32,8,18
0.625,5,5,10,OO,32,8,18
0.5,2,1,0,OO,32,8,18
1,8,5,5,OO,32,8,18
1,12,39,57,OO,32,8,18
1,10,13,20,OO,32,8,18
0.5,3,2,3,OO,32,8,18
NA,0,1,0,OO,32,8,18
0.333333333333333,2,0,3,OO,32,8,18
1,6,2,1,OO,32,8,18
0.666666666666667,4,2,2,OO,32,8,18
0,0,15676,19340,OO,33,8,17
0.0714285714285714,1,114,186,OO,33,8,17
0.0625,1,384,742,OO,33,8,17
0.0833333333333333,1,22,37,OO,33,8,17
0.142857142857143,2,110,236,OO,33,8,17
0.25,4,357,773,OO,33,8,17
0.1875,3,404,864,OO,33,8,17
0.375,6,341,732,OO,33,8,17
0.8125,13,108,206,OO,33,8,17
0.214285714285714,3,124,249,OO,33,8,17
0.125,2,384,788,OO,33,8,17
0.166666666666667,2,14,38,OO,33,8,17
0.857142857142857,12,22,48,OO,33,8,17
0.928571428571429,13,8,34,OO,33,8,17
0.875,14,87,175,OO,33,8,17
0.75,12,87,194,OO,33,8,17
0.9375,15,31,64,OO,33,8,17
1,16,18,37,OO,33,8,17
1,14,4,7,OO,33,8,17
0.6875,11,200,400,OO,33,8,17
0.25,3,15,35,OO,33,8,17
0.3125,5,453,874,OO,33,8,17
0.285714285714286,4,120,229,OO,33,8,17
0.625,10,220,493,OO,33,8,17
0.642857142857143,9,66,168,OO,33,8,17
0.5,7,116,224,OO,33,8,17
0.4375,7,328,747,OO,33,8,17
0.357142857142857,5,146,318,OO,33,8,17
0.428571428571429,6,97,228,OO,33,8,17
0.5,8,299,723,OO,33,8,17
0.333333333333333,4,14,27,OO,33,8,17
0.785714285714286,11,29,49,OO,33,8,17
0.5625,9,250,561,OO,33,8,17
0.583333333333333,7,11,26,OO,33,8,17
0.571428571428571,8,72,180,OO,33,8,17
0.714285714285714,10,44,90,OO,33,8,17
0.666666666666667,8,9,11,OO,33,8,17
0.5,6,18,28,OO,33,8,17
0.416666666666667,5,23,33,OO,33,8,17
0.3,3,1,4,OO,33,8,17
0.7,7,3,2,OO,33,8,17
0.75,9,5,11,OO,33,8,17
0.4,4,3,3,OO,33,8,17
0.2,2,3,5,OO,33,8,17
0.833333333333333,10,2,8,OO,33,8,17
0.1,1,2,1,OO,33,8,17
0.5,5,1,2,OO,33,8,17
0.8,8,0,2,OO,33,8,17
0.9,9,1,2,OO,33,8,17
0.916666666666667,11,1,3,OO,33,8,17
1,12,1,1,OO,33,8,17
0,0,16017,19935,OO,33,8,18
0.5,7,170,313,OO,33,8,18
0.214285714285714,3,141,275,OO,33,8,18
0.2,2,15,35,OO,33,8,18
0.785714285714286,11,104,214,OO,33,8,18
0.6875,11,176,336,OO,33,8,18
0.1875,3,128,271,OO,33,8,18
0.666666666666667,8,64,97,OO,33,8,18
0.0625,1,168,366,OO,33,8,18
0.3125,5,161,374,OO,33,8,18
0.714285714285714,10,125,258,OO,33,8,18
0.642857142857143,9,184,354,OO,33,8,18
0.25,3,71,111,OO,33,8,18
0.5,8,158,388,OO,33,8,18
0.428571428571429,6,148,375,OO,33,8,18
0.375,6,173,433,OO,33,8,18
0.4375,7,145,313,OO,33,8,18
0.357142857142857,5,174,465,OO,33,8,18
0.625,10,145,348,OO,33,8,18
0.75,9,51,92,OO,33,8,18
0.142857142857143,2,128,252,OO,33,8,18
0.166666666666667,2,45,112,OO,33,8,18
0.75,12,125,303,OO,33,8,18
0.583333333333333,7,65,112,OO,33,8,18
0.25,4,123,274,OO,33,8,18
0.571428571428571,8,136,331,OO,33,8,18
0.285714285714286,4,163,318,OO,33,8,18
0.416666666666667,5,81,129,OO,33,8,18
0.5,6,72,136,OO,33,8,18
0.333333333333333,4,83,166,OO,33,8,18
0.0714285714285714,1,144,292,OO,33,8,18
0.1,1,12,33,OO,33,8,18
0.5625,9,128,359,OO,33,8,18
0.4,4,11,35,OO,33,8,18
0.0833333333333333,1,66,133,OO,33,8,18
0.3,3,18,25,OO,33,8,18
0.125,2,97,237,OO,33,8,18
0.6,6,16,13,OO,33,8,18
0.875,14,72,160,OO,33,8,18
0.833333333333333,10,21,46,OO,33,8,18
0.857142857142857,12,72,145,OO,33,8,18
0.928571428571429,13,85,169,OO,33,8,18
0.7,7,16,25,OO,33,8,18
0.625,5,3,3,OO,33,8,18
0.8,8,9,12,OO,33,8,18
0.5,5,21,32,OO,33,8,18
1,12,29,70,OO,33,8,18
1,16,145,289,OO,33,8,18
1,10,10,12,OO,33,8,18
0.916666666666667,11,33,48,OO,33,8,18
0.9375,15,88,179,OO,33,8,18
0.8125,13,82,203,OO,33,8,18
0.5,3,1,1,OO,33,8,18
0.375,3,2,5,OO,33,8,18
0.9,9,8,13,OO,33,8,18
1,14,108,195,OO,33,8,18
0.125,1,0,3,OO,33,8,18
0.25,2,1,3,OO,33,8,18
0.5,4,3,4,OO,33,8,18
0.875,7,1,2,OO,33,8,18
1,8,1,2,OO,33,8,18
0.75,6,4,2,OO,33,8,18
0.333333333333333,2,1,1,OO,33,8,18
0.166666666666667,1,0,1,OO,33,8,18
0.666666666666667,4,1,0,OO,33,8,18
0,0,15282,18971,OO,34,8,17
0.142857142857143,2,52,113,OO,34,8,17
0.125,2,516,1080,OO,34,8,17
0.25,4,498,987,OO,34,8,17
0.0625,1,774,1065,OO,34,8,17
0.4375,7,372,886,OO,34,8,17
0.75,12,163,357,OO,34,8,17
0.0714285714285714,1,115,114,OO,34,8,17
0.1875,3,482,1067,OO,34,8,17
0.8125,13,111,249,OO,34,8,17
0.785714285714286,11,12,25,OO,34,8,17
0.875,14,69,169,OO,34,8,17
0.857142857142857,12,4,12,OO,34,8,17
0.714285714285714,10,18,35,OO,34,8,17
0.9375,15,48,105,OO,34,8,17
0.6875,11,204,433,OO,34,8,17
0.5,6,1,4,OO,34,8,17
0.214285714285714,3,37,88,OO,34,8,17
0.3125,5,390,810,OO,34,8,17
0.625,10,228,473,OO,34,8,17
0.25,3,6,9,OO,34,8,17
0.0833333333333333,1,12,12,OO,34,8,17
0.5,8,427,985,OO,34,8,17
0.571428571428571,8,23,58,OO,34,8,17
0.375,6,474,1028,OO,34,8,17
0.428571428571429,6,58,91,OO,34,8,17
0.5625,9,286,651,OO,34,8,17
0.357142857142857,5,42,94,OO,34,8,17
0.285714285714286,4,46,90,OO,34,8,17
0.5,7,35,84,OO,34,8,17
0.642857142857143,9,20,32,OO,34,8,17
0.2,2,1,1,OO,34,8,17
0.166666666666667,2,7,9,OO,34,8,17
1,16,19,24,OO,34,8,17
0.333333333333333,4,2,7,OO,34,8,17
0.416666666666667,5,3,1,OO,34,8,17
0.666666666666667,8,1,3,OO,34,8,17
0.583333333333333,7,2,3,OO,34,8,17
0.928571428571429,13,2,5,OO,34,8,17
0.1,1,2,1,OO,34,8,17
0.75,9,2,0,OO,34,8,17
0.25,2,0,1,OO,34,8,17
0.916666666666667,11,1,1,OO,34,8,17
1,14,0,1,OO,34,8,17
0.833333333333333,10,0,1,OO,34,8,17
1,12,0,1,OO,34,8,17
0.9,9,0,1,OO,34,8,17
0.4,4,0,1,OO,34,8,17
0.3,3,1,0,OO,34,8,17
0,0,16029,20015,OO,34,8,18
0.428571428571429,6,152,338,OO,34,8,18
0.214285714285714,3,99,238,OO,34,8,18
0.25,3,43,75,OO,34,8,18
0.785714285714286,11,97,190,OO,34,8,18
0.625,10,217,496,OO,34,8,18
0.1875,3,168,354,OO,34,8,18
0.583333333333333,7,43,58,OO,34,8,18
0.642857142857143,9,139,273,OO,34,8,18
0.0714285714285714,1,144,255,OO,34,8,18
0.375,6,235,547,OO,34,8,18
0.4375,7,228,552,OO,34,8,18
0.666666666666667,8,23,36,OO,34,8,18
0.0833333333333333,1,28,78,OO,34,8,18
0.571428571428571,8,154,294,OO,34,8,18
0.6875,11,144,336,OO,34,8,18
0.3125,5,215,505,OO,34,8,18
0.5625,9,194,521,OO,34,8,18
0.357142857142857,5,140,314,OO,34,8,18
0.3,3,12,10,OO,34,8,18
0.142857142857143,2,84,146,OO,34,8,18
0.25,4,168,368,OO,34,8,18
0.5,8,282,550,OO,34,8,18
0.285714285714286,4,115,312,OO,34,8,18
0.0625,1,212,429,OO,34,8,18
0.5,7,178,339,OO,34,8,18
0.166666666666667,2,34,47,OO,34,8,18
0.5,6,43,75,OO,34,8,18
0.1,1,10,13,OO,34,8,18
0.5,5,12,20,OO,34,8,18
0.125,2,80,213,OO,34,8,18
0.8125,13,151,265,OO,34,8,18
0.857142857142857,12,58,113,OO,34,8,18
0.6,6,9,11,OO,34,8,18
0.2,2,1,14,OO,34,8,18
0.75,12,121,287,OO,34,8,18
0.714285714285714,10,74,141,OO,34,8,18
0.416666666666667,5,51,74,OO,34,8,18
0.4,4,3,10,OO,34,8,18
0.333333333333333,4,39,65,OO,34,8,18
0.9375,15,77,186,OO,34,8,18
1,14,85,172,OO,34,8,18
1,16,219,422,OO,34,8,18
0.875,14,87,193,OO,34,8,18
1,10,2,3,OO,34,8,18
0.928571428571429,13,57,113,OO,34,8,18
0.75,9,17,38,OO,34,8,18
0.5,2,0,1,OO,34,8,18
0.75,6,0,2,OO,34,8,18
0.5,3,2,1,OO,34,8,18
0.8,8,4,10,OO,34,8,18
0.833333333333333,10,16,33,OO,34,8,18
0.916666666666667,11,9,33,OO,34,8,18
0.25,2,2,3,OO,34,8,18
0.125,1,0,3,OO,34,8,18
0.9,9,8,6,OO,34,8,18
0.7,7,7,7,OO,34,8,18
1,12,21,24,OO,34,8,18
0.5,4,3,2,OO,34,8,18
0.625,5,2,3,OO,34,8,18
1,6,0,1,OO,34,8,18
1,8,0,2,OO,34,8,18
0.375,3,1,3,OO,34,8,18
0,0,15350,18875,OO,35,8,17
0.125,2,438,1027,OO,35,8,17
0.142857142857143,2,115,243,OO,35,8,17
0.25,4,565,1053,OO,35,8,17
0.285714285714286,4,123,204,OO,35,8,17
0.0714285714285714,1,134,180,OO,35,8,17
0.416666666666667,5,11,29,OO,35,8,17
0.0833333333333333,1,24,26,OO,35,8,17
0.75,12,137,336,OO,35,8,17
0.25,3,22,23,OO,35,8,17
0.214285714285714,3,109,234,OO,35,8,17
0.0625,1,507,775,OO,35,8,17
0.1875,3,443,908,OO,35,8,17
0.6875,11,224,390,OO,35,8,17
0.3125,5,369,798,OO,35,8,17
0.357142857142857,5,103,188,OO,35,8,17
0.875,14,112,171,OO,35,8,17
0.642857142857143,9,60,99,OO,35,8,17
0.9375,15,59,126,OO,35,8,17
0.928571428571429,13,11,12,OO,35,8,17
0.8125,13,81,245,OO,35,8,17
0.785714285714286,11,21,48,OO,35,8,17
0.857142857142857,12,10,33,OO,35,8,17
0.916666666666667,11,1,2,OO,35,8,17
0.5,8,308,618,OO,35,8,17
0.375,6,393,887,OO,35,8,17
0.4375,7,313,834,OO,35,8,17
0.428571428571429,6,89,183,OO,35,8,17
0.5,5,0,5,OO,35,8,17
0.714285714285714,10,39,98,OO,35,8,17
0.5625,9,245,624,OO,35,8,17
0.625,10,207,519,OO,35,8,17
0.5,7,71,164,OO,35,8,17
0.583333333333333,7,7,10,OO,35,8,17
0.5,6,9,22,OO,35,8,17
0.333333333333333,4,13,32,OO,35,8,17
0.571428571428571,8,60,126,OO,35,8,17
0.75,9,3,6,OO,35,8,17
0.166666666666667,2,13,25,OO,35,8,17
0.3,3,4,2,OO,35,8,17
0.6,6,2,0,OO,35,8,17
1,16,25,32,OO,35,8,17
0.666666666666667,8,7,9,OO,35,8,17
1,14,0,4,OO,35,8,17
0.25,2,1,0,OO,35,8,17
0.833333333333333,10,5,2,OO,35,8,17
0.1,1,2,4,OO,35,8,17
0.4,4,0,3,OO,35,8,17
0.2,2,3,2,OO,35,8,17
0.625,5,0,1,OO,35,8,17
0.9,9,0,1,OO,35,8,17
0,0,16059,20025,OO,35,8,18
0.214285714285714,3,118,228,OO,35,8,18
0.0714285714285714,1,97,207,OO,35,8,18
0.0833333333333333,1,42,59,OO,35,8,18
0.5625,9,226,545,OO,35,8,18
0.3125,5,210,533,OO,35,8,18
0.0625,1,214,396,OO,35,8,18
0.285714285714286,4,129,315,OO,35,8,18
0.357142857142857,5,105,226,OO,35,8,18
0.6875,11,168,369,OO,35,8,18
0.5,5,27,42,OO,35,8,18
0.25,4,261,597,OO,35,8,18
0.375,6,199,405,OO,35,8,18
0.428571428571429,6,109,265,OO,35,8,18
0.416666666666667,5,48,96,OO,35,8,18
0.5,6,61,96,OO,35,8,18
0.625,10,200,534,OO,35,8,18
0.714285714285714,10,96,175,OO,35,8,18
0.7,7,19,30,OO,35,8,18
0.642857142857143,9,107,206,OO,35,8,18
0.1875,3,142,342,OO,35,8,18
0.5,8,199,526,OO,35,8,18
0.4375,7,197,406,OO,35,8,18
0.125,2,83,240,OO,35,8,18
0.571428571428571,8,130,235,OO,35,8,18
0.5,7,132,283,OO,35,8,18
0.583333333333333,7,51,95,OO,35,8,18
0.25,3,46,94,OO,35,8,18
0.2,2,12,29,OO,35,8,18
0.142857142857143,2,69,144,OO,35,8,18
0.333333333333333,4,66,76,OO,35,8,18
0.3,3,12,45,OO,35,8,18
0.6,6,7,29,OO,35,8,18
0.1,1,12,28,OO,35,8,18
0.666666666666667,8,49,77,OO,35,8,18
0.166666666666667,2,30,49,OO,35,8,18
0.8,8,12,18,OO,35,8,18
0.8125,13,120,289,OO,35,8,18
0.833333333333333,10,20,36,OO,35,8,18
0.785714285714286,11,77,139,OO,35,8,18
0.4,4,29,18,OO,35,8,18
0.75,12,189,381,OO,35,8,18
0.25,2,7,6,OO,35,8,18
0.166666666666667,1,0,2,OO,35,8,18
0.928571428571429,13,40,89,OO,35,8,18
0.875,7,2,3,OO,35,8,18
0.875,14,82,185,OO,35,8,18
0.9375,15,98,253,OO,35,8,18
1,16,196,379,OO,35,8,18
0.857142857142857,12,39,99,OO,35,8,18
1,14,68,125,OO,35,8,18
0.75,9,42,48,OO,35,8,18
0.9,9,11,7,OO,35,8,18
0.916666666666667,11,20,21,OO,35,8,18
0.75,6,3,4,OO,35,8,18
0.375,3,4,1,OO,35,8,18
0.125,1,3,10,OO,35,8,18
0.625,5,4,11,OO,35,8,18
0.5,3,1,0,OO,35,8,18
0.5,4,8,9,OO,35,8,18
1,12,27,32,OO,35,8,18
1,10,10,19,OO,35,8,18
1,8,2,2,OO,35,8,18
1,6,0,1,OO,35,8,18
0.333333333333333,2,1,2,OO,35,8,18
0.666666666666667,4,0,1,OO,35,8,18
0.833333333333333,5,1,1,OO,35,8,18
0,0,15378,18950,OO,36,8,17
0.142857142857143,2,56,135,OO,36,8,17
0.0625,1,696,993,OO,36,8,17
0.1875,3,413,871,OO,36,8,17
0.214285714285714,3,88,137,OO,36,8,17
0.0714285714285714,1,126,164,OO,36,8,17
0.4,4,2,1,OO,36,8,17
0.0833333333333333,1,21,18,OO,36,8,17
0.8125,13,104,262,OO,36,8,17
0.125,2,359,867,OO,36,8,17
0.6875,11,208,403,OO,36,8,17
0.25,4,425,915,OO,36,8,17
0.3125,5,505,1126,OO,36,8,17
0.357142857142857,5,82,166,OO,36,8,17
0.285714285714286,4,75,184,OO,36,8,17
0.857142857142857,12,12,35,OO,36,8,17
0.75,12,130,265,OO,36,8,17
0.625,10,235,494,OO,36,8,17
0.642857142857143,9,33,85,OO,36,8,17
0.785714285714286,11,16,40,OO,36,8,17
0.875,14,86,181,OO,36,8,17
0.928571428571429,13,10,9,OO,36,8,17
0.714285714285714,10,22,63,OO,36,8,17
0.9375,15,60,107,OO,36,8,17
0.916666666666667,11,2,1,OO,36,8,17
0.5,7,72,148,OO,36,8,17
0.375,6,414,928,OO,36,8,17
0.428571428571429,6,66,187,OO,36,8,17
0.4375,7,372,795,OO,36,8,17
0.5625,9,231,577,OO,36,8,17
0.333333333333333,4,15,13,OO,36,8,17
0.5,8,434,899,OO,36,8,17
0.75,9,4,4,OO,36,8,17
0.2,2,1,0,OO,36,8,17
0.5,6,6,18,OO,36,8,17
0.571428571428571,8,50,109,OO,36,8,17
0.125,1,0,1,OO,36,8,17
0.416666666666667,5,7,22,OO,36,8,17
0.25,3,8,11,OO,36,8,17
0.583333333333333,7,7,9,OO,36,8,17
0.166666666666667,2,7,10,OO,36,8,17
0.666666666666667,8,2,11,OO,36,8,17
1,16,3,7,OO,36,8,17
0.6,6,0,1,OO,36,8,17
1,14,3,4,OO,36,8,17
0.1,1,1,2,OO,36,8,17
0.833333333333333,10,1,3,OO,36,8,17
0.9,9,0,1,OO,36,8,17
0.5,4,0,2,OO,36,8,17
0.5,5,0,1,OO,36,8,17
1,12,0,1,OO,36,8,17
0.3,3,0,1,OO,36,8,17
0.25,2,0,1,OO,36,8,17
0,0,16240,20406,OO,36,8,18
0.357142857142857,5,256,566,OO,36,8,18
0.25,3,84,142,OO,36,8,18
0.214285714285714,3,179,463,OO,36,8,18
0.785714285714286,11,107,222,OO,36,8,18
0.571428571428571,8,268,585,OO,36,8,18
0.5,6,100,158,OO,36,8,18
0.1875,3,51,128,OO,36,8,18
0.642857142857143,9,231,532,OO,36,8,18
0.428571428571429,6,223,505,OO,36,8,18
0.5625,9,73,184,OO,36,8,18
0.7,7,17,34,OO,36,8,18
0.583333333333333,7,90,145,OO,36,8,18
0.285714285714286,4,256,540,OO,36,8,18
0.416666666666667,5,97,181,OO,36,8,18
0.375,6,68,152,OO,36,8,18
0.4375,7,88,195,OO,36,8,18
0.625,10,45,146,OO,36,8,18
0.75,9,36,79,OO,36,8,18
0.8,8,15,18,OO,36,8,18
0.5,7,309,729,OO,36,8,18
0.1,1,8,22,OO,36,8,18
0.3125,5,49,109,OO,36,8,18
0.25,4,81,186,OO,36,8,18
0.125,2,42,89,OO,36,8,18
0.333333333333333,4,82,156,OO,36,8,18
0.0714285714285714,1,101,214,OO,36,8,18
0.0625,1,50,86,OO,36,8,18
0.4,4,30,50,OO,36,8,18
0.5,8,84,209,OO,36,8,18
0.0833333333333333,1,47,75,OO,36,8,18
0.3,3,22,44,OO,36,8,18
0.6,6,28,39,OO,36,8,18
0.666666666666667,8,74,142,OO,36,8,18
0.6875,11,49,122,OO,36,8,18
0.928571428571429,13,148,297,OO,36,8,18
1,10,17,12,OO,36,8,18
0.9375,15,30,64,OO,36,8,18
0.714285714285714,10,188,437,OO,36,8,18
0.5,5,30,48,OO,36,8,18
0.142857142857143,2,123,299,OO,36,8,18
0.875,14,31,86,OO,36,8,18
0.8125,13,31,62,OO,36,8,18
0.833333333333333,10,35,68,OO,36,8,18
0.125,1,3,4,OO,36,8,18
0.857142857142857,12,110,232,OO,36,8,18
0.9,9,11,14,OO,36,8,18
0.75,12,35,82,OO,36,8,18
0.166666666666667,2,54,101,OO,36,8,18
0.25,2,8,8,OO,36,8,18
0.2,2,22,26,OO,36,8,18
1,12,54,89,OO,36,8,18
1,14,221,432,OO,36,8,18
0.625,5,7,4,OO,36,8,18
1,16,55,130,OO,36,8,18
0.5,4,5,10,OO,36,8,18
0.875,7,1,7,OO,36,8,18
0.375,3,10,7,OO,36,8,18
0.75,6,3,7,OO,36,8,18
0.916666666666667,11,26,47,OO,36,8,18
0.333333333333333,2,1,1,OO,36,8,18
1,8,7,4,OO,36,8,18
0.5,3,1,4,OO,36,8,18
0.166666666666667,1,0,1,OO,36,8,18
0.25,1,0,1,OO,36,8,18
0.666666666666667,4,1,0,OO,36,8,18
1,6,0,1,OO,36,8,18
0,0,15395,18792,OO,37,8,17
0.25,4,362,846,OO,37,8,17
0.125,2,511,1070,OO,37,8,17
0.5,7,77,175,OO,37,8,17
0.375,6,398,930,OO,37,8,17
0.0714285714285714,1,96,142,OO,37,8,17
0.428571428571429,6,102,204,OO,37,8,17
0.0625,1,467,918,OO,37,8,17
0.625,10,219,482,OO,37,8,17
0.357142857142857,5,92,224,OO,37,8,17
0.285714285714286,4,83,184,OO,37,8,17
0.1875,3,484,968,OO,37,8,17
0.3125,5,420,809,OO,37,8,17
0.6875,11,179,350,OO,37,8,17
0.214285714285714,3,82,152,OO,37,8,17
0.333333333333333,4,8,21,OO,37,8,17
0.8125,13,114,236,OO,37,8,17
0.75,12,119,304,OO,37,8,17
0.875,14,83,210,OO,37,8,17
0.9375,15,81,136,OO,37,8,17
0.916666666666667,11,2,5,OO,37,8,17
0.928571428571429,13,15,26,OO,37,8,17
0.5625,9,256,528,OO,37,8,17
0.714285714285714,10,30,73,OO,37,8,17
0.642857142857143,9,41,99,OO,37,8,17
0.142857142857143,2,82,167,OO,37,8,17
1,16,30,47,OO,37,8,17
0.4375,7,416,855,OO,37,8,17
0.416666666666667,5,10,24,OO,37,8,17
0.5,8,419,916,OO,37,8,17
0.571428571428571,8,79,143,OO,37,8,17
0.0833333333333333,1,20,18,OO,37,8,17
0.5,5,1,1,OO,37,8,17
0.583333333333333,7,6,22,OO,37,8,17
0.785714285714286,11,20,54,OO,37,8,17
0.857142857142857,12,9,26,OO,37,8,17
0.5,6,8,25,OO,37,8,17
0.666666666666667,8,7,7,OO,37,8,17
0.25,3,11,13,OO,37,8,17
0.4,4,1,1,OO,37,8,17
0.6,6,0,1,OO,37,8,17
0.166666666666667,2,6,15,OO,37,8,17
0.1,1,0,2,OO,37,8,17
0.3,3,2,5,OO,37,8,17
1,14,3,3,OO,37,8,17
0.75,9,1,5,OO,37,8,17
0.25,2,0,1,OO,37,8,17
1,12,0,1,OO,37,8,17
0.833333333333333,10,1,1,OO,37,8,17
0.7,7,0,1,OO,37,8,17
0,0,16046,20033,OO,37,8,18
0.25,4,327,823,OO,37,8,18
0.214285714285714,3,84,140,OO,37,8,18
0.857142857142857,12,37,55,OO,37,8,18
0.5,8,360,793,OO,37,8,18
0.642857142857143,9,79,99,OO,37,8,18
0.0625,1,292,558,OO,37,8,18
0.583333333333333,7,14,43,OO,37,8,18
0.285714285714286,4,78,190,OO,37,8,18
0.5625,9,253,616,OO,37,8,18
0.4375,7,269,606,OO,37,8,18
0.3125,5,241,528,OO,37,8,18
0.571428571428571,8,74,136,OO,37,8,18
0.666666666666667,8,24,31,OO,37,8,18
0.357142857142857,5,94,171,OO,37,8,18
0.0714285714285714,1,52,147,OO,37,8,18
0.6875,11,216,538,OO,37,8,18
0.428571428571429,6,86,163,OO,37,8,18
0.166666666666667,2,16,19,OO,37,8,18
0.625,10,223,479,OO,37,8,18
0.375,6,253,598,OO,37,8,18
0.125,2,113,279,OO,37,8,18
0.714285714285714,10,61,118,OO,37,8,18
0.5,7,95,157,OO,37,8,18
0.142857142857143,2,43,100,OO,37,8,18
0.5,5,14,10,OO,37,8,18
0.416666666666667,5,28,52,OO,37,8,18
0.5,6,30,42,OO,37,8,18
0.0833333333333333,1,24,39,OO,37,8,18
0.1,1,7,7,OO,37,8,18
0.9375,15,109,262,OO,37,8,18
1,12,14,14,OO,37,8,18
0.928571428571429,13,31,44,OO,37,8,18
0.1875,3,174,406,OO,37,8,18
0.3,3,8,11,OO,37,8,18
0.4,4,8,13,OO,37,8,18
0.8125,13,178,344,OO,37,8,18
0.833333333333333,10,8,22,OO,37,8,18
0.785714285714286,11,50,79,OO,37,8,18
0.8,8,5,10,OO,37,8,18
0.75,12,224,479,OO,37,8,18
0.333333333333333,4,26,41,OO,37,8,18
0.25,3,29,46,OO,37,8,18
1,16,259,544,OO,37,8,18
1,14,52,65,OO,37,8,18
0.875,14,76,200,OO,37,8,18
0.75,9,20,23,OO,37,8,18
0.7,7,4,6,OO,37,8,18
0.2,2,1,9,OO,37,8,18
0.375,3,3,3,OO,37,8,18
0.6,6,6,11,OO,37,8,18
0.9,9,5,4,OO,37,8,18
0.916666666666667,11,11,18,OO,37,8,18
0.833333333333333,5,0,1,OO,37,8,18
1,10,7,6,OO,37,8,18
0.25,2,3,1,OO,37,8,18
0.875,7,0,1,OO,37,8,18
0.125,1,1,1,OO,37,8,18
